location_id,year,month_num,region,location,Animal Death/Injury,Animal Parts Trade,Animal Possession,Domestic Animal Trespass,Drugs/Alcohol,Encroachment/Land,Fire,Hunting/Killing,Illegal Entry,Illegal Fishing,Illegal Logging,Meat/Egg Trade,Mining,Other,Tusk Theft,Weapons/Traps,top_offence,total_cases,has_offence,date,month_sin,month_cos,season,lag_cases_1,lag_has_1,lag_top_1,lag_cases_2,lag_has_2,lag_top_2,lag_cases_3,lag_has_3,lag_top_3,roll_3_cases,roll_6_cases,trend_3,trend_6,synthetic_flag
Anuradhapura|Horowpothana NP,2022,4,Anuradhapura,Horowpothana NP,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,Animal Death/Injury,21.0,1,2022-04-01,0.8660254037844387,-0.4999999999999998,Inter_MarApr,12.0,1,Encroachment/Land,0.0,0,,2.0,1,Meat/Egg Trade,11.0,11.0,0.0,0.0,0
Anuradhapura|Horowpothana NP,2022,4,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2022-05-01,0.4999999999999999,-0.8660254037844387,SW_monsoon,21.0,1,Animal Death/Injury,12.0,1,Encroachment/Land,0.0,0,,14.0,12.5,9.0,9.0,1
Anuradhapura|Horowpothana NP,2022,4,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2022-06-01,1.2246467991473532e-16,-1.0,SW_monsoon,0.0,0,,21.0,1,Animal Death/Injury,12.0,1,Encroachment/Land,7.0,9.0,-21.0,-21.0,1
Anuradhapura|Horowpothana NP,2022,4,Anuradhapura,Horowpothana NP,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,Animal Death/Injury,21.206569010365847,1,2022-04-01,0.8660254037844387,-0.4999999999999998,Inter_MarApr,12.0,1,Encroachment/Land,0.0,0,,2.0,1,Meat/Egg Trade,7.0,9.0,0.0,0.0,2
Anuradhapura|Horowpothana NP,2022,5,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2022-05-01,0.4999999999999999,-0.8660254037844387,SW_monsoon,21.0,1,Animal Death/Injury,12.0,1,Encroachment/Land,0.0,0,,7.068856336788616,10.534428168394308,0.20656901036584685,9.206569010365847,0
Anuradhapura|Horowpothana NP,2022,5,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2022-06-01,1.2246467991473532e-16,-1.0,SW_monsoon,0.0,0,,21.0,1,Animal Death/Injury,12.0,1,Encroachment/Land,7.068856336788616,7.0344281683943075,0.0,-21.0,1
Anuradhapura|Horowpothana NP,2022,5,Anuradhapura,Horowpothana NP,15.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Animal Death/Injury,23.0,1,2022-07-01,-0.4999999999999997,-0.8660254037844388,SW_monsoon,0.0,0,,0.0,0,,21.0,1,Animal Death/Injury,7.068856336788616,7.0344281683943075,0.0,0.0,1
Anuradhapura|Horowpothana NP,2022,6,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2022-06-01,1.2246467991473532e-16,-1.0,SW_monsoon,0.0,0,,21.0,1,Animal Death/Injury,12.0,1,Encroachment/Land,7.666666666666667,7.367761501727641,1.7934309896341531,2.0,0
Anuradhapura|Horowpothana NP,2022,6,Anuradhapura,Horowpothana NP,15.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Animal Death/Injury,23.0,1,2022-07-01,-0.4999999999999997,-0.8660254037844388,SW_monsoon,0.0,0,,0.0,0,,21.0,1,Animal Death/Injury,7.666666666666667,7.367761501727641,0.0,0.0,1
Anuradhapura|Horowpothana NP,2022,6,Anuradhapura,Horowpothana NP,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,Animal Death/Injury,27.0,1,2022-08-01,-0.8660254037844384,-0.5000000000000004,SW_monsoon,23.0,1,Animal Death/Injury,0.0,0,,0.0,0,,15.333333333333334,11.201094835060976,23.0,23.0,1
Anuradhapura|Horowpothana NP,2022,6,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2022-06-01,1.2246467991473532e-16,-1.0,SW_monsoon,0.0,0,,21.0,1,Animal Death/Injury,12.0,1,Encroachment/Land,16.666666666666668,12.166666666666666,4.0,5.793430989634153,2
Anuradhapura|Horowpothana NP,2022,6,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2022-06-01,1.2246467991473532e-16,-1.0,SW_monsoon,0.0,0,,21.0,1,Animal Death/Injury,12.0,1,Encroachment/Land,16.666666666666668,12.166666666666666,0.0,0.0,2
Anuradhapura|Horowpothana NP,2022,7,Anuradhapura,Horowpothana NP,15.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Animal Death/Injury,23.0,1,2022-07-01,-0.4999999999999997,-0.8660254037844388,SW_monsoon,0.0,0,,0.0,0,,21.0,1,Animal Death/Injury,9.0,12.166666666666666,-23.0,0.0,0
Anuradhapura|Horowpothana NP,2022,7,Anuradhapura,Horowpothana NP,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,Animal Death/Injury,27.0,1,2022-08-01,-0.8660254037844384,-0.5000000000000004,SW_monsoon,23.0,1,Animal Death/Injury,0.0,0,,0.0,0,,7.666666666666667,12.166666666666666,-4.0,0.0,1
Anuradhapura|Horowpothana NP,2022,7,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2022-09-01,-1.0,-1.8369701987210292e-16,SW_monsoon,27.0,1,Animal Death/Injury,23.0,1,Animal Death/Injury,0.0,0,,16.666666666666668,16.666666666666668,27.0,27.0,1
Anuradhapura|Horowpothana NP,2022,7,Anuradhapura,Horowpothana NP,15.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Animal Death/Injury,23.02905577184193,1,2022-07-01,-0.4999999999999997,-0.8660254037844388,SW_monsoon,0.0,0,,0.0,0,,21.0,1,Animal Death/Injury,16.666666666666668,12.833333333333334,0.0,-23.0,2
Anuradhapura|Horowpothana NP,2022,8,Anuradhapura,Horowpothana NP,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,Animal Death/Injury,27.0,1,2022-08-01,-0.8660254037844384,-0.5000000000000004,SW_monsoon,23.0,1,Animal Death/Injury,0.0,0,,0.0,0,,16.67635192394731,12.171509295306988,0.029055771841928646,-3.9709442281580714,0
Anuradhapura|Horowpothana NP,2022,8,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2022-09-01,-1.0,-1.8369701987210292e-16,SW_monsoon,27.0,1,Animal Death/Injury,23.0,1,Animal Death/Injury,0.0,0,,16.67635192394731,16.671509295306986,0.0,27.0,1
Anuradhapura|Horowpothana NP,2022,8,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2022-10-01,-0.8660254037844386,0.5000000000000001,Inter_OctNov,0.0,0,,27.0,1,Animal Death/Injury,23.0,1,Animal Death/Injury,16.67635192394731,16.671509295306986,0.0,0.0,1
Anuradhapura|Horowpothana NP,2022,8,Anuradhapura,Horowpothana NP,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,Animal Death/Injury,26.79728726931806,1,2022-08-01,-0.8660254037844384,-0.5000000000000004,SW_monsoon,23.0,1,Animal Death/Injury,0.0,0,,0.0,0,,9.0,12.838175961973654,-23.02905577184193,-23.0,2
Anuradhapura|Horowpothana NP,2022,9,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2022-09-01,-1.0,-1.8369701987210292e-16,SW_monsoon,27.0,1,Animal Death/Injury,23.0,1,Animal Death/Injury,0.0,0,,8.932429089772686,12.804390506859997,-0.20271273068194162,-0.20271273068194162,0
Anuradhapura|Horowpothana NP,2022,9,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2022-10-01,-0.8660254037844386,0.5000000000000001,Inter_OctNov,0.0,0,,27.0,1,Animal Death/Injury,23.0,1,Animal Death/Injury,8.932429089772686,12.804390506859997,0.0,0.0,1
Anuradhapura|Horowpothana NP,2022,9,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2022-11-01,-0.5000000000000004,0.8660254037844384,Inter_OctNov,0.0,0,,0.0,0,,27.0,1,Animal Death/Injury,8.932429089772686,8.966214544886343,0.0,-23.02905577184193,1
Anuradhapura|Horowpothana NP,2022,9,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1746036482545011,0,2022-09-01,-1.0,-1.8369701987210292e-16,SW_monsoon,27.0,1,Animal Death/Injury,23.0,1,Animal Death/Injury,0.0,0,,0.0,4.466214544886343,-26.79728726931806,-27.0,2
Anuradhapura|Horowpothana NP,2022,10,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2022-10-01,-0.8660254037844386,0.5000000000000001,Inter_OctNov,0.0,0,,27.0,1,Animal Death/Injury,23.0,1,Animal Death/Injury,0.058201216084833696,4.49531515292876,0.1746036482545011,0.1746036482545011,0
Anuradhapura|Horowpothana NP,2022,10,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2022-11-01,-0.5000000000000004,0.8660254037844384,Inter_OctNov,0.0,0,,0.0,0,,27.0,1,Animal Death/Injury,0.058201216084833696,4.49531515292876,0.0,0.0,1
Anuradhapura|Horowpothana NP,2022,10,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2022-12-01,-2.4492935982947064e-16,1.0,NE_monsoon,0.0,0,,0.0,0,,0.0,0,,0.058201216084833696,0.029100608042416848,0.0,-26.79728726931806,1
Anuradhapura|Horowpothana NP,2022,11,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2022-11-01,-0.5000000000000004,0.8660254037844384,Inter_OctNov,0.0,0,,0.0,0,,27.0,1,Animal Death/Injury,0.0,0.029100608042416848,-0.1746036482545011,0.0,0
Anuradhapura|Horowpothana NP,2022,11,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2022-12-01,-2.4492935982947064e-16,1.0,NE_monsoon,0.0,0,,0.0,0,,0.0,0,,0.0,0.029100608042416848,0.0,0.0,1
Anuradhapura|Horowpothana NP,2022,12,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2022-12-01,-2.4492935982947064e-16,1.0,NE_monsoon,0.0,0,,0.0,0,,0.0,0,,0.0,0.029100608042416848,0.0,0.0,0
Anuradhapura|Horowpothana NP,2023,1,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,Illegal Entry,154.0,1,2023-01-01,0.4999999999999999,0.8660254037844387,NE_monsoon,0.0,0,,0.0,0,,0.0,0,,0.0,0.0,0.0,-0.1746036482545011,0
Anuradhapura|Horowpothana NP,2023,1,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,27.0,Weapons/Traps,50.0,1,2023-02-01,0.8660254037844386,0.5000000000000001,NE_monsoon,154.0,1,Illegal Entry,0.0,0,,0.0,0,,51.333333333333336,25.666666666666668,154.0,154.0,1
Anuradhapura|Horowpothana NP,2023,1,Anuradhapura,Horowpothana NP,0.0,23.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,4.0,Meat/Egg Trade,57.0,1,2023-03-01,1.0,6.123233995736766e-17,Inter_MarApr,50.0,1,Weapons/Traps,154.0,1,Illegal Entry,0.0,0,,68.0,34.0,50.0,50.0,1
Anuradhapura|Horowpothana NP,2023,2,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,27.0,Weapons/Traps,50.0,1,2023-02-01,0.8660254037844386,0.5000000000000001,NE_monsoon,154.0,1,Illegal Entry,0.0,0,,0.0,0,,87.0,43.5,57.0,57.0,0
Anuradhapura|Horowpothana NP,2023,2,Anuradhapura,Horowpothana NP,0.0,23.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,4.0,Meat/Egg Trade,57.0,1,2023-03-01,1.0,6.123233995736766e-17,Inter_MarApr,50.0,1,Weapons/Traps,154.0,1,Illegal Entry,0.0,0,,52.333333333333336,51.833333333333336,-104.0,50.0,1
Anuradhapura|Horowpothana NP,2023,2,Anuradhapura,Horowpothana NP,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Illegal Entry,29.0,1,2023-04-01,0.8660254037844387,-0.4999999999999998,Inter_MarApr,57.0,1,Meat/Egg Trade,50.0,1,Weapons/Traps,154.0,1,Illegal Entry,54.666666666666664,61.333333333333336,7.0,57.0,1
Anuradhapura|Horowpothana NP,2023,2,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,27.0,Weapons/Traps,50.07916775554897,1,2023-02-01,0.8660254037844386,0.5000000000000001,NE_monsoon,154.0,1,Illegal Entry,0.0,0,,0.0,0,,45.333333333333336,66.16666666666667,-28.0,29.0,2
Anuradhapura|Horowpothana NP,2023,2,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,27.0,Weapons/Traps,50.06219587268312,1,2023-02-01,0.8660254037844386,0.5000000000000001,NE_monsoon,154.0,1,Illegal Entry,0.0,0,,0.0,0,,45.35972258518299,48.84652795925816,0.07916775554897271,-103.92083224445102,2
Anuradhapura|Horowpothana NP,2023,3,Anuradhapura,Horowpothana NP,0.0,23.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,4.0,Meat/Egg Trade,57.0,1,2023-03-01,1.0,6.123233995736766e-17,Inter_MarApr,50.0,1,Weapons/Traps,154.0,1,Illegal Entry,0.0,0,,43.0471212094107,48.85689393803869,-6.9378041273168805,0.062195872683119546,0
Anuradhapura|Horowpothana NP,2023,3,Anuradhapura,Horowpothana NP,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Illegal Entry,29.0,1,2023-04-01,0.8660254037844387,-0.4999999999999998,Inter_MarApr,57.0,1,Meat/Egg Trade,50.0,1,Weapons/Traps,154.0,1,Illegal Entry,52.380454542744026,48.85689393803869,28.0,0.0,1
Anuradhapura|Horowpothana NP,2023,3,Anuradhapura,Horowpothana NP,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,10.0,Animal Death/Injury,43.0,1,2023-05-01,0.4999999999999999,-0.8660254037844387,SW_monsoon,29.0,1,Illegal Entry,57.0,1,Meat/Egg Trade,50.0,1,Weapons/Traps,45.35406529089437,45.35689393803869,-21.079167755548973,-21.0,1
Anuradhapura|Horowpothana NP,2023,3,Anuradhapura,Horowpothana NP,0.0,23.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,4.0,Meat/Egg Trade,57.28469733796882,1,2023-03-01,1.0,6.123233995736766e-17,Inter_MarApr,50.0,1,Weapons/Traps,154.0,1,Illegal Entry,0.0,0,,43.0,43.02356060470535,-7.0621958726831195,-14.0,2
Anuradhapura|Horowpothana NP,2023,4,Anuradhapura,Horowpothana NP,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Illegal Entry,29.0,1,2023-04-01,0.8660254037844387,-0.4999999999999998,Inter_MarApr,57.0,1,Meat/Egg Trade,50.0,1,Weapons/Traps,154.0,1,Illegal Entry,43.09489911265627,47.73767682770015,0.28469733796882224,28.284697337968822,0
Anuradhapura|Horowpothana NP,2023,4,Anuradhapura,Horowpothana NP,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,10.0,Animal Death/Injury,43.0,1,2023-05-01,0.4999999999999999,-0.8660254037844387,SW_monsoon,29.0,1,Illegal Entry,57.0,1,Meat/Egg Trade,50.0,1,Weapons/Traps,43.09489911265627,44.224482201775324,0.0,-21.079167755548973,1
Anuradhapura|Horowpothana NP,2023,4,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,Meat/Egg Trade,17.0,1,2023-06-01,1.2246467991473532e-16,-1.0,SW_monsoon,43.0,1,Animal Death/Injury,29.0,1,Illegal Entry,57.0,1,Meat/Egg Trade,43.09489911265627,43.04744955632814,0.0,-7.0621958726831195,1
Anuradhapura|Horowpothana NP,2023,4,Anuradhapura,Horowpothana NP,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Illegal Entry,29.296383126232744,1,2023-04-01,0.8660254037844387,-0.4999999999999998,Inter_MarApr,57.0,1,Meat/Egg Trade,50.0,1,Weapons/Traps,154.0,1,Illegal Entry,29.666666666666668,36.38078288966147,-40.28469733796882,-40.0,2
Anuradhapura|Horowpothana NP,2023,4,Anuradhapura,Horowpothana NP,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Illegal Entry,29.14179016839785,1,2023-04-01,0.8660254037844387,-0.4999999999999998,Inter_MarApr,57.0,1,Meat/Egg Trade,50.0,1,Weapons/Traps,154.0,1,Illegal Entry,29.76546104207758,36.43018007736693,0.2963831262327439,0.2963831262327439,2
Anuradhapura|Horowpothana NP,2023,4,Anuradhapura,Horowpothana NP,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Illegal Entry,29.08431724598119,1,2023-04-01,0.8660254037844387,-0.4999999999999998,Inter_MarApr,57.0,1,Meat/Egg Trade,50.0,1,Weapons/Traps,154.0,1,Illegal Entry,25.14605776487686,34.120478438766575,-13.85820983160215,-13.85820983160215,2
Anuradhapura|Horowpothana NP,2023,5,Anuradhapura,Horowpothana NP,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,10.0,Animal Death/Injury,43.0,1,2023-05-01,0.4999999999999999,-0.8660254037844387,SW_monsoon,29.0,1,Illegal Entry,57.0,1,Meat/Egg Trade,50.0,1,Weapons/Traps,29.174163513537263,29.420415090101965,12.08431724598119,-28.200380091987633,0
Anuradhapura|Horowpothana NP,2023,5,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,Meat/Egg Trade,17.0,1,2023-06-01,1.2246467991473532e-16,-1.0,SW_monsoon,43.0,1,Animal Death/Injury,29.0,1,Illegal Entry,57.0,1,Meat/Egg Trade,33.74203580479301,31.753748423435297,13.703616873767256,14.0,1
Anuradhapura|Horowpothana NP,2023,5,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,Meat/Egg Trade,17.0,1,2023-07-01,-0.4999999999999997,-0.8660254037844388,SW_monsoon,17.0,1,Meat/Egg Trade,43.0,1,Animal Death/Injury,29.0,1,Illegal Entry,29.694772415327066,27.420415090101965,-12.14179016839785,-26.0,1
Anuradhapura|Horowpothana NP,2023,5,Anuradhapura,Horowpothana NP,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,10.0,Animal Death/Injury,43.0913087675403,1,2023-05-01,0.4999999999999999,-0.8660254037844387,SW_monsoon,29.0,1,Illegal Entry,57.0,1,Meat/Egg Trade,50.0,1,Weapons/Traps,25.666666666666668,27.420415090101965,-12.08431724598119,0.0,2
Anuradhapura|Horowpothana NP,2023,6,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,Meat/Egg Trade,17.0,1,2023-06-01,1.2246467991473532e-16,-1.0,SW_monsoon,43.0,1,Animal Death/Injury,29.0,1,Illegal Entry,57.0,1,Meat/Egg Trade,25.697102922513434,29.719569363653225,0.09130876754029771,13.794925641307554,0
